tempo,amplitude,amplitude_filtered,noise
6.9400000000000056e-06,6.9357377,6.913224670765068,0.022513029234931814
6.960000000000006e-06,6.9403517,6.918218121194501,0.02213357880549882
6.980000000000006e-06,6.9374967,6.920602346241223,0.01689435375877668
7.000000000000006e-06,6.9309123,6.920014506297391,0.010897793702609349
7.020000000000006e-06,6.9205983,6.916287293323548,0.00431100667645179
7.040000000000006e-06,6.9084238,6.909449311679165,-0.001025511679165092
7.060000000000006e-06,6.8925189,6.899711957205189,-0.007193057205189035
7.080000000000006e-06,6.8747535,6.887445717573429,-0.012692217573428977
7.100000000000006e-06,6.8576203,6.873149295595724,-0.015528995595723849
7.120000000000006e-06,6.8473519,6.857414854054009,-0.010062954054009587
7.140000000000006e-06,6.8395851,6.840892061441772,-0.0013069614417720032
7.160000000000006e-06,6.8318265,6.824252656166619,0.007573843833380778
7.180000000000006e-06,6.8284387,6.808156247905847,0.020282452094153136
7.2000000000000065e-06,6.814463,6.793217415221954,0.021245584778045945
7.220000000000006e-06,6.7874062,6.779974147015463,0.007432052984537307
7.240000000000006e-06,6.7566169,6.768858394616174,-0.012241494616174187
7.260000000000006e-06,6.7345602,6.760170683619865,-0.0256104836198654
7.2800000000000065e-06,6.7255988,6.7540617858282435,-0.028462985828243248
7.300000000000006e-06,6.7259926,6.75052472185792,-0.024532121857919975
7.320000000000006e-06,6.7338718,6.749399525876314,-0.015527725876314236
7.340000000000006e-06,6.7454966,6.7503914259191875,-0.00489482591918744
7.360000000000007e-06,6.7589969,6.753100903144114,0.005895996855885599
7.380000000000006e-06,6.7737492,6.757062088988831,0.016687111011169264
7.400000000000006e-06,6.7847669,6.761784601948754,0.022982298051245742
7.420000000000006e-06,6.7932961,6.7667934724100345,0.026502627589965577
7.440000000000007e-06,6.7949739,6.77166231578195,0.023311584218049575
7.4600000000000065e-06,6.7885534,6.776036276648335,0.012517123351664772
7.480000000000006e-06,6.7846297,6.779643205351438,0.004986494648561823
7.500000000000006e-06,6.7775932,6.78229364420416,-0.00470044420416027
7.520000000000007e-06,6.76869,6.783872056461237,-0.015182056461236826
7.540000000000007e-06,6.7616594,6.784322969793939,-0.022663569793938798
7.560000000000006e-06,6.757125,6.783636118490783,-0.026511118490782692
7.580000000000006e-06,6.7625659,6.781834192433126,-0.019268292433126
7.600000000000007e-06,6.7748653,6.778965520763977,-0.0041002207639770916
7.620000000000007e-06,6.7840508,6.775102210868628,0.008948589131372309
