tempo,amplitude_filtered
1.646E-05,6.5207089374172000
1.648E-05,6.525354973242430
1.65E-05,6.528692617345600
1.652E-05,6.530740392456640
1.654E-05,6.531581802048290
1.656E-05,6.531356285449300
1.658E-05,6.530246428502030
1.66E-05,6.528462570250100
1.662E-05,6.526226180248910
1.664E-05,6.523753591556320
1.666E-05,6.5212417636140800
1.668E-05,6.518857592037830
1.67E-05,6.5167318358001000
1.672E-05,6.514958093293450
1.674E-05,6.513596585949290
1.676E-05,6.512681892689750
1.678E-05,6.512233230950460
1.68E-05,6.512265433
1.682E-05,6.5127985375053100
1.684E-05,6.513864083501800
1.686E-05,6.515506759001530
1.688E-05,6.517781016
1.69E-05,6.520743276096620
1.692E-05,6.524441256877740
1.694E-05,6.5289025300233100
1.696E-05,6.534124516528170
1.698E-05,6.540067840105420
1.7E-05,6.546654330923240
1.702E-05,6.553770148259630
1.704E-05,6.561273551595460
1.706E-05,6.569005954876540
1.708E-05,6.576804286870920
1.71E-05,6.5845125704854100
1.712E-05,6.591991068579480
1.714E-05,6.599122129099820
1.716E-05,6.605812685009080
1.718E-05,6.6119939959962900
1.72E-05,6.6176196028456800
1.722E-05,6.622662625
1.724E-05,6.627113461
